  50705000 237213876  76995328        32   2.122548726084E-002   3.279414000000E+002   3.278774220000E+002   3.480640249252E+002   1.114446060000E+002   1.233232009411E+002   3.025419750000E+002   3.158954961300E+002   3.000000000000E+000
  50705000 237213876  76995328        32   2.122548725864E-002   3.346995680000E+002   3.346271660000E+002   3.549322841167E+002   1.142816100000E+002   1.256179928780E+002   3.094308230000E+002   3.223219258785E+002   3.000000000000E+000
