  20600000   6735694   5331536       128   1.414261226769E-004   2.115167100000E+001   2.112246400000E+001   3.404768991470E+001   2.729104184613E-001   7.582413916988E-003   2.729104184613E-001   1.654728600000E+001   1.682983303070E+001   1.414261226769E-004   1.719238100000E+001   1.750092506409E+001   2.000000000000E+000
  20700000   6735694   5331536       128   1.414261226767E-004   1.879383300000E+001   1.876141800000E+001   3.038124895096E+001   2.729104184613E-001   7.582413916973E-003   2.729104184613E-001   1.419768700000E+001   1.451003885269E+001   1.414261226767E-004   1.484426600000E+001   1.516938090324E+001   2.000000000000E+000
  30600000   6735694   5331536       128   1.414261226769E-004   1.500683800000E+001   1.498018200000E+001   2.597915220261E+001   2.729104184613E-001   7.582413916995E-003   2.729104184613E-001   1.038280400000E+001   1.060773491859E+001   1.414261226769E-004   1.102200500000E+001   1.126461291313E+001   2.000000000000E+000
  99999999   6735694   5331536       128   1.414261224628E-004   9.713733000000E+000   9.688922000000E+000   2.057746911049E+001   2.729104184613E-001   7.582413894033E-003   2.729104184613E-001   5.053995000000E+000   5.229549884796E+000   1.414261224628E-004   5.696599000000E+000   5.886692047119E+000   2.000000000000E+000
  20600000   6735694   5331536       128   1.414261226769E-004   2.085727700000E+001   2.082918500000E+001   3.375482702255E+001   2.729104184613E-001   7.582413916988E-003   2.729104184613E-001   1.631768800000E+001   1.659928607941E+001   1.414261226769E-004   1.695264800000E+001   1.725889396667E+001   2.000000000000E+000
  20700000   6735694   5331536       128   1.414261226767E-004   1.885758600000E+001   1.883572200000E+001   3.017091488838E+001   2.729104184613E-001   7.582413916973E-003   2.729104184613E-001   1.429107800000E+001   1.458837318420E+001   1.414261226767E-004   1.493397700000E+001   1.524331402779E+001   2.000000000000E+000
  30600000   6735694   5331536       128   1.414261226787E-004   1.452485100000E+001   1.449900200000E+001   2.552970600128E+001   2.729104184613E-001   7.582413917183E-003   2.729104184613E-001   9.917958000000E+000   1.013332986832E+001   1.414261226787E-004   1.055558500000E+001   1.078329801559E+001   2.000000000000E+000
  99999999   6735694   5331536       128   1.414261224628E-004   9.666564000000E+000   9.644756000000E+000   2.074605607986E+001   2.729104184613E-001   7.582413894033E-003   2.729104184613E-001   5.066504000000E+000   5.219436883926E+000   1.414261224628E-004   5.705945000000E+000   5.874529838562E+000   2.000000000000E+000
  20600000   6735694   5331536       128   1.414261226769E-004   2.109703200000E+001   2.107376000000E+001   3.373989677429E+001   2.729104184613E-001   7.582413916988E-003   2.729104184613E-001   1.655091000000E+001   1.685008406639E+001   1.414261226769E-004   1.717789600000E+001   1.750484800339E+001   2.000000000000E+000
  20700000   6735694   5331536       128   1.414261226767E-004   1.894025400000E+001   1.891942200000E+001   3.017324495316E+001   2.729104184613E-001   7.582413916973E-003   2.729104184613E-001   1.436336800000E+001   1.468073081970E+001   1.414261226767E-004   1.499449100000E+001   1.533005905151E+001   2.000000000000E+000
  30600000   6735694   5331536       128   1.414261226766E-004   1.590997600000E+001   1.588209400000E+001   2.740194821358E+001   2.729104184613E-001   7.582413916961E-003   2.729104184613E-001   1.125931700000E+001   1.146264910698E+001   1.414261226766E-004   1.188846100000E+001   1.210961103439E+001   2.000000000000E+000
  99999999   6735694   5331536       128   1.414261224628E-004   9.671372000000E+000   9.644569000000E+000   2.094629192352E+001   2.729104184613E-001   7.582413894033E-003   2.729104184613E-001   5.059651000000E+000   5.211455106735E+000   1.414261224628E-004   5.700429000000E+000   5.866409063339E+000   2.000000000000E+000
