  50705000 236030832  76995328        16   2.122548725859E-002   7.846605620000E+002   7.845818600000E+002   8.176928050518E+002   3.253353980000E+002   3.450739998817E+002   7.402867640000E+002   7.665650339127E+002   3.000000000000E+000
  50705000 236030832  76995328        16   2.122548725857E-002   8.082455070000E+002   8.081746940000E+002   8.350997130871E+002   3.302309060000E+002   3.470163362026E+002   7.628204920000E+002   7.828376231194E+002   3.000000000000E+000
