  50600000    789087    666442         1   1.406563002288E-004   2.815607800000E+001   2.809721200000E+001   2.969264101982E+001   2.721868326287E-001   7.500092125157E-003   2.721868326287E-001   2.288870000000E-001   5.180480480194E-001   1.406563002288E-004   8.400757000000E+000   8.724822044373E+000   1.000000000000E+000
  50600000    789087    666442         1   1.406563002288E-004   2.843680800000E+001   2.832215500000E+001   3.002166700363E+001   2.721868326287E-001   7.500092125157E-003   2.721868326287E-001   2.469580000000E-001   5.133190155029E-001   1.406563002288E-004   8.552492000000E+000   8.850208044052E+000   1.000000000000E+000
  50707000    789087    666442         1   1.406563002290E-004   2.808828800000E+001   2.803423000000E+001   2.949820303917E+001   2.721868326287E-001   7.500092125169E-003   2.721868326287E-001   2.075110000000E-001   4.017579555511E-001   1.406563002290E-004   8.349537000000E+000   8.565386056900E+000   1.000000000000E+000
  50707000    789087    666442         1   1.406563002290E-004   2.841600800000E+001   2.833604800000E+001   3.000529122353E+001   2.721868326287E-001   7.500092125169E-003   2.721868326287E-001   1.855750000000E-001   4.065608978271E-001   1.406563002290E-004   8.411190000000E+000   8.663640022278E+000   1.000000000000E+000
  50700000    789087    666442         1   1.406563002290E-004   2.818210400000E+001   2.813919900000E+001   2.964673209190E+001   2.721868326287E-001   7.500092125169E-003   2.721868326287E-001   1.734920000000E-001   4.210660457611E-001   1.406563002290E-004   8.358349000000E+000   8.629163980484E+000   1.000000000000E+000
  50700000    789087    666442         1   1.406563002290E-004   2.836353800000E+001   2.828485500000E+001   3.000748395920E+001   2.721868326287E-001   7.500092125169E-003   2.721868326287E-001   1.902420000000E-001   4.067180156708E-001   1.406563002290E-004   8.413470000000E+000   8.661478996277E+000   1.000000000000E+000
  50600000   6262558   5331536         1   1.413136586414E-004   2.384450650000E+002   2.383844840000E+002   2.408976840973E+002   2.729104184456E-001   7.570359428147E-003   2.729104184456E-001   1.911811000000E+000   2.150846004486E+000   1.413136586414E-004   6.110524100000E+001   6.143483996391E+001   2.000000000000E+000
  50600000   6262558   5331536         1   1.413136586414E-004   2.376628630000E+002   2.375911330000E+002   2.402485249043E+002   2.729104184456E-001   7.570359428147E-003   2.729104184456E-001   1.948006000000E+000   2.243902921677E+000   1.413136586414E-004   6.105863000000E+001   6.142091917992E+001   2.000000000000E+000
  50707000   6262558   5331536         1   1.413136586420E-004   2.384267720000E+002   2.383051970000E+002   2.408293039799E+002   2.729104184456E-001   7.570359428207E-003   2.729104184456E-001   1.507129000000E+000   1.767683982849E+000   1.413136586420E-004   6.101728900000E+001   6.138888812065E+001   2.000000000000E+000
  50707000   6262558   5331536         1   1.413136586420E-004   2.380578300000E+002   2.379878820000E+002   2.405558149815E+002   2.729104184456E-001   7.570359428207E-003   2.729104184456E-001   1.561680000000E+000   1.807762861252E+000   1.413136586420E-004   6.124250800000E+001   6.158691692352E+001   2.000000000000E+000
  50700000   6262558   5331536         1   1.413136586420E-004   2.385916560000E+002   2.385471140000E+002   2.409798300266E+002   2.729104184456E-001   7.570359428207E-003   2.729104184456E-001   1.541580000000E+000   1.758974075317E+000   1.413136586420E-004   6.064450500000E+001   6.094400906563E+001   2.000000000000E+000
  50700000   6262558   5331536         1   1.413136586420E-004   2.374064020000E+002   2.373227490000E+002   2.398821840286E+002   2.729104184456E-001   7.570359428207E-003   2.729104184456E-001   1.537736000000E+000   1.787783145905E+000   1.413136586420E-004   6.048757800000E+001   6.083040189743E+001   2.000000000000E+000
