  50705000 236745660  76995328        24   2.122548725857E-002   4.625645590000E+002   4.625053190000E+002   4.829846889973E+002   1.719577330000E+002   1.840088260174E+002   4.304533020000E+002   4.445885109901E+002   3.000000000000E+000   1.000000000000E+000
  50705000 236745660  76995328        24   2.122548727045E-002   4.604888630000E+002   4.604069900000E+002   4.822013990879E+002   1.692965010000E+002   1.817401468754E+002   4.281270680000E+002   4.423373038769E+002   3.000000000000E+000   1.000000000000E+000
