  50705000 235755504  76995328        12   2.122548725883E-002   1.183708599000E+003   1.183642254000E+003   1.218937299013E+003   5.313935690000E+002   5.554991800785E+002   1.113482379000E+003   1.141396152020E+003   3.000000000000E+000
  50705000 235755504  76995328        12   2.122548725857E-002   1.184901029000E+003   1.184838773000E+003   1.220721936941E+003   5.265253310000E+002   5.506675391197E+002   1.115398557000E+003   1.143404765129E+003   3.000000000000E+000
