  99999999 417057796 341218304      1536   3.107290385536E+005   2.592044000000E+002   2.591844610000E+002   3.105903420448E+002   2.732136021394E-001   1.547181468200E+012   2.732136021394E-001   1.740887040000E+002   1.769916298389E+002   2.020210007664E+003   1.787423970000E+002   1.818365190029E+002   4.000000000000E+000
  30607053 417057796 341218304      1536   1.026346715761E-009   1.747008670000E+002   1.746800980000E+002   2.240257370472E+002   2.732136021394E-001   1.957178100297E-002   2.732136021394E-001   8.552059200000E+001   8.773454785347E+001   2.272171271792E-004   9.001780100000E+001   9.242503404617E+001   4.000000000000E+000
  99999999 417057796 341218304      1536   9.953699181633E+005   2.609815540000E+002   2.609516500000E+002   3.093442060947E+002   2.732136021394E-001   1.589621858583E+013   2.732136021394E-001   1.742577910000E+002   1.770972430706E+002   6.475492485764E+003   1.788112400000E+002   1.818033959866E+002   4.000000000000E+000
